publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
Criminal Science Monographs	1547-626X		1915-09-01		1	1923-01-01		4	http://www.jstor.org/journal/crimsciemono		crimsciemono		fulltext	Publication of this title ceased in 1923.		serial								P	1915-09-01 - 1923-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Criminology & Criminal Justice ; Law ; Law	55941464	2004-236882
Criminologie	0316-0041	1492-1367	1975-01-01	8	1/2	2013-10-01	46	2	http://www.jstor.org/journal/criminologie		criminologie	P3Y	fulltext		Presses de l’Université de Montréal	serial							actacrim	P	1975-01-01 - 2013-10-01	Arts & Sciences XII Collection	Criminology & Criminal Justice ; Law ; Social Sciences ; Sociology	60617895	
Crítica: Revista Hispanoamericana de Filosofía	0011-1503		1967-01-01	1	1	2014-12-01	46	138	http://www.jstor.org/journal/critrevihispfilo		critrevihispfilo	P2Y	fulltext		Instituto de Investigaciones Filosóficas	serial								P	1967-01-01 - 2014-12-01	Iberoamérica Collection ; Arts & Sciences V Collection	Humanities ; Philosophy	232113709	2009-235269
Critical Inquiry	0093-1896	1539-7858	1974-09-01	1	1	2012-12-01	38	2	http://www.jstor.org/journal/criticalinquiry		criticalinquiry	P4Y	fulltext		The University of Chicago Press	serial								P	1974-09-01 - 2012-12-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	37521707	2002-213132
Critical Survey	0011-1570	1752-2293	1962-10-01	1	1	2012-01-01	24	3	http://www.jstor.org/journal/criticalsurvey		criticalsurvey	P4Y	fulltext		Berghahn Books	serial								P	1962-10-01 - 2012-01-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Humanities ; Language & Literature ; Political Science ; Social Sciences	60617192	2009-263476
Criticism	0011-1589	1536-0342	1959-01-01	1	1	2012-10-01	54	4	http://www.jstor.org/journal/criticism		criticism	P4Y	fulltext		Wayne State University Press	serial								P	1959-01-01 - 2012-10-01	Language & Literature Discipline Package ; Arts & Sciences XI Collection ; Wayne State University Press Package	Humanities ; Language & Literature	46770730	2001211164
Critique internationale	1290-7839	1777-554X	1998-10-01		1	2012-10-01		57	http://www.jstor.org/journal/critint2		critint2	P4Y	fulltext		Sciences Po University Press	serial								P	1998-10-01 - 2012-10-01	Arts & Sciences XIV Collection	International Relations ; Political Science ; Social Sciences	85449424	2009242061
CrossCurrents	0011-1953	1939-3881	1950-10-01	1	1	2010-12-01	60	4	http://www.jstor.org/journal/crosscurrents		crosscurrents	P6Y	fulltext		Wiley	serial								P	1950-10-01 - 2010-12-01	Arts & Sciences XIII Collection	Humanities ; Religion	38907558	sn98048229
Crossroads: An Interdisciplinary Journal of Southeast Asian Studies	0741-2037		1983-02-01	1	1	2008-01-01	19	2	http://www.jstor.org/journal/crossroads		crossroads		fulltext	Publication of this title ceased in 2008.	Board of Trustees of Northern Illinois University on behalf of Northern Illinois University and its Center for Southeast Asian Studies	serial								P	1983-02-01 - 2008-01-01	Asia Collection ; Arts & Sciences IX Collection	Area Studies ; Asian Studies	607531898	2011-235501
Crustaceana	0011-216X		1960-01-01	1	1	2010-12-01	83	12	http://www.jstor.org/journal/crustaceana		crustaceana	P6Y	fulltext		Brill	serial								P	1960-01-01 - 2010-12-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection	Biological Sciences ; Science & Mathematics ; Zoology	44170027	2006-242131
Crustaceana. Supplement	0167-6563		1968-01-01		1	1990-01-01		16	http://www.jstor.org/journal/crussupp		crussupp		fulltext	Publication of this title ceased in 1990.	Brill	serial								P	1968-01-01 - 1990-01-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection	Biological Sciences ; Science & Mathematics ; Zoology	276174478	2008-234461
Cuadernos de Economía	0716-0046	0717-6821	1963-09-01	1	1	2010-11-01	47	136	http://www.jstor.org/journal/cuadecon		cuadecon		fulltext		Instituto de Economia, Pontificia Universidad Catolica de Chile	serial						latiamerijecon		P	1963-09-01 - 2010-11-01	Business IV Collection ; Iberoamérica Collection ; Business & Economics Collection	Business ; Business & Economics ; Economics	54053536	2004-698527
Cuadernos de Pensamiento Político	1696-8441		2003-10-01		1	2014-10-01		44	http://www.jstor.org/journal/cuapenpol		cuapenpol	P2Y	fulltext		FAES, Fundacion para el Analisis y los Estudios Sociales	serial								P	2003-10-01 - 2014-10-01	Arts & Sciences VI Collection ; Iberoamérica Collection	Political Science ; Social Sciences	166882733	2010-250521
Cuban Studies	0361-4441	1548-2464	1986-01-01	16		2011-01-01	42		http://www.jstor.org/journal/cubanstudies		cubanstudies	P2Y	fulltext		University of Pittsburgh Press	serial								P	1986-01-01 - 2011-01-01	Arts & Sciences XIV Collection	Area Studies ; Latin American Studies	54052869	2004212044
Cultural Anthropology	0886-7356	1548-1360	1986-02-01	1	1	2008-11-01	23	4	http://www.jstor.org/journal/cultanth		cultanth	P8Y	fulltext		Wiley	serial								P	1986-02-01 - 2008-11-01	Arts & Sciences II Collection	Anthropology ; Social Sciences	51205058	2002-227223
Cultural Critique	0882-4371	1534-5203	1985-10-01		1	2012-10-01	82		http://www.jstor.org/journal/culturalcritique		culturalcritique	P4Y	fulltext		University of Minnesota Press	serial								P	1985-10-01 - 2012-10-01	University of Minnesota Press Package ; Arts & Sciences III Collection ; Language & Literature Discipline Package ; Language & Literature Collection	Humanities ; Language & Literature	46645743	2001-214167
Culture, Health & Sexuality	1369-1058	1464-5351	1999-01-01	1	1	2008-11-01	10	8	http://www.jstor.org/journal/culthealsexu		culthealsexu	P8Y	fulltext		Taylor & Francis, Ltd.	serial								P	1999-01-01 - 2008-11-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Health Policy ; Medicine & Allied Health ; Social Sciences ; Sociology	41546256	2007-233510
Cultures et Conflits	1157-996X	1777-5345	1991-04-01		2	2014-07-01		94/95/96	http://www.jstor.org/journal/culturesconflits		culturesconflits	P1Y	fulltext		L'Harmattan	serial								P	1991-04-01 - 2014-07-01	Arts & Sciences XII Collection	International Relations ; Political Science ; Social Sciences	38402778	2005-255343
Current Anthropology	0011-3204	1537-5382	1959-09-01	1		2012-12-01	53	S6	http://www.jstor.org/journal/curranth		curranth	P4Y	fulltext		The University of Chicago Press	serial							yearanth	P	1959-09-01 - 2012-12-01	Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	Anthropology ; Social Sciences	41669879	sn99-23405
Current Directions in Psychological Science	0963-7214		1992-02-01	1	1	2010-12-01	19	6	http://www.jstor.org/journal/curdirpsychscie		curdirpsychscie	P6Y	fulltext		Sage Publications, Inc.	serial								P	1992-02-01 - 2010-12-01	Life Sciences Collection ; Health & General Sciences Collection	Psychology ; Social Sciences	42209157	2002-211508
Current Issues in Education	2472-5935	2473-4993	1976-01-01	1	1	1993-04-01	10	1	http://www.jstor.org/journal/currissueduc		currissueduc		fulltext		Purdue University Press	serial						educationculture		P	1976-01-01 - 1993-04-01	Education Discipline Package ; Arts & Sciences XIV Collection	Education ; Social Sciences	953801472	2016202787
Current Research on Peace and Violence	0356-7893		1978-01-01	1	1	1990-01-01	13	4	http://www.jstor.org/journal/currespeacevio		currespeacevio		fulltext	Publication of this title ceased in 1990.	Tampere Peace Research Institute, University of Tampere	serial							insrespeacevio	P	1978-01-01 - 1990-01-01	Arts & Sciences IX Collection	International Relations ; Peace & Conflict Studies ; Political Science ; Social Sciences	742078518	2011-234220
Curriculum Inquiry	0362-6784	1467-873X	1976-01-01	6	2	2008-12-01	38	5	http://www.jstor.org/journal/currinqu		currinqu	P8Y	fulltext		Taylor & Francis, Ltd.	serial							currtheonetw	P	1976-01-01 - 2008-12-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Social Sciences	40336784	2004-236875
Curriculum Theory Network	0078-4931		1968-07-01		1	1976-01-01	5	4	http://www.jstor.org/journal/currtheonetw		currtheonetw		fulltext		Wiley	serial						currinqu		P	1968-07-01 - 1976-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Education ; Social Sciences	55615317	2004-236880
Czech Sociological Review	1210-3861		1994-04-01	2	1	2001-10-01	9	2	http://www.jstor.org/journal/czechsocrev		czechsocrev		fulltext		Institute of Sociology of the Academy of Sciences of the Czech Republic	serial							czechslovsocrev	P	1994-04-01 - 2001-10-01	Arts & Sciences X Collection	Social Sciences ; Sociology	609196000	2012-235123
Czechoslovak Sociological Review	1804-9478		1992-08-01	28		1992-08-01	28		http://www.jstor.org/journal/czechslovsocrev		czechslovsocrev		fulltext		Institute of Sociology of the Academy of Sciences of the Czech Republic	serial						czechsocrev	socicasoczechsr	P	1992-08-01	Arts & Sciences X Collection	Social Sciences ; Sociology	756222205	2012-235122
Daat: A Journal of Jewish Philosophy & Kabbalah / דעת: כתב-עת לפילוסופיה יהודית וקבלה	0334-2336		1978-01-01		1	2015-01-01		79/80	http://www.jstor.org/journal/daat		daat	P1Y	fulltext		Bar Ilan University Press	serial								P	1978-01-01 - 2015-01-01	Hebrew Journals Collection ; Jewish Studies	Area Studies ; Jewish Studies	607193951	
Daedalus	0011-5266		1955-05-01	86	1	2010-10-01	139	4	http://www.jstor.org/journal/daedalus		daedalus	P6Y	fulltext		The MIT Press	serial							procameracadarts	P	1955-05-01 - 2010-10-01	Arts & Sciences VII Collection	History ; History ; Humanities ; Language & Literature	38907655	2004-214140
Dalhousie French Studies	0711-8813		1979-10-01	1		2012-10-01	100		http://www.jstor.org/journal/dalhfrenstud		dalhfrenstud	P4Y	fulltext		Dalhousie University	serial								P	1979-10-01 - 2012-10-01	Arts & Sciences XI Collection	Humanities ; Language & Literature	570956188	2013-235026
Dance Chronicle	0147-2526		1977-01-01	1	1	2008-01-01	31	3	http://www.jstor.org/journal/dancechronicle		dancechronicle	P8Y	fulltext		Taylor & Francis, Ltd.	serial								P	1977-01-01 - 2008-01-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	Arts ; Performing Arts	48483212	2005-237372
Dance Research Journal	0149-7677	1940-509X	1974-10-01	7	1	2010-12-01	42	2	http://www.jstor.org/journal/danceresearchj		danceresearchj	P6Y	fulltext		Congress on Research in Dance	serial							cordnews	P	1974-10-01 - 2010-12-01	Arts & Sciences III Collection	Arts ; Performing Arts	60620743	2005-237227
Dance Research: The Journal of the Society for Dance Research	0264-2875	1750-0095	1983-04-01	1	1	2012-12-01	30	2	http://www.jstor.org/journal/dancresejsocidan		dancresejsocidan	P4Y	fulltext		Edinburgh University Press	serial								P	1983-04-01 - 2012-12-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	Arts ; Performing Arts	49606282	2004-237161
Dante Studies, with the Annual Report of the Dante Society	0070-2862	2329-2180	1966-01-01		84	2011-01-01		129	http://www.jstor.org/journal/dantestudies		dantestudies		fulltext	Coverage presently ends: 2011. JSTOR will resume a moving wall of 5 years in 2017.	The Johns Hopkins University Press	serial							annrepdantsocwap	P	1966-01-01 - 2011-01-01	Arts & Sciences V Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	435607495	2009235654
Dappim: Research in Literature / דפים למחקר בספרות	0334-0686		1984-01-01	1		2012-01-01	18		http://www.jstor.org/journal/dappim		dappim	P3Y	fulltext		Department of Hebrew & Comparative Literature, University of Haifa / החוג לספרות עברית והשוואתית, אוניברסיטת חיפה	serial								P	1984-01-01 - 2012-01-01	Hebrew Journals Collection	Humanities ; Language & Literature	557433730	
Darwiniana	0011-6793	1850-1699	1922-12-01	1	1	2013-12-01	1	1/2	http://www.jstor.org/journal/darwiniana		darwiniana	P1Y	fulltext		Instituto de Botánica Darwinion	serial								P	1922-12-01 - 2013-12-01	Iberoamérica Collection ; Ecology & Botany II Collection	Botany & Plant Sciences ; Science & Mathematics	609640376	
DCIDOB	1132-6107		1988-11-01		25	2009-12-01		111	http://www.jstor.org/journal/dcidob		dcidob		fulltext	Publication of this title ceased in 2010.	CIDOB	serial							dossiercidob	P	1988-11-01 - 2009-12-01	Iberoamérica Collection ; Arts & Sciences IX Collection	International Relations ; Political Science ; Social Sciences	277148421	2011-234578
Dead Sea Discoveries	0929-0761		1994-04-01	1	1	2010-01-01	17	3	http://www.jstor.org/journal/deadseadisc		deadseadisc	P6Y	fulltext		Brill	serial								P	1994-04-01 - 2010-01-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Area Studies ; Middle East Studies	46843572	2006-242120
Debate Feminista	0188-9478		1990-03-01	1		2012-10-01	46		http://www.jstor.org/journal/debatefeminista		debatefeminista	P4Y	fulltext		Metis Productos Culturales S.A. de C.V.	serial								P	1990-03-01 - 2012-10-01	Iberoamérica Collection ; Arts & Sciences XI Collection	Feminist & Women's Studies ; Social Sciences	607198925	
Décisions Marketing	0779-7389		1993-05-01			2012-10-01		68	http://www.jstor.org/journal/decimark		decimark	P4Y	fulltext		Association Française du Marketing	serial								P	1993-05-01 - 2012-10-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Marketing & Advertising	54615405	2011-235762
The Decorator and Furnisher	2150-6256		1882-10-01	1	1	1897-09-01	30	6	http://www.jstor.org/journal/decoandfurn		decoandfurn		fulltext	Publication of this title ceased in 1897.		serial								P	1882-10-01 - 1897-09-01	Arts & Sciences VIII Collection	Art & Art History ; Arts	527952279	2010-234821
Democratic Culture / תרבות דמוקרטית	1565-0316		1999-01-01	1		2015-01-01	16		http://www.jstor.org/journal/democult		democult	P1Y	fulltext		Bar Ilan University Press	serial								P	1999-01-01 - 2015-01-01	Hebrew Journals Collection ; Jewish Studies	Political Science ; Social Sciences	608534905	
Demografía y economía	0185-0148		1967-01-01	1	1	1984-01-01	18	4	http://www.jstor.org/journal/demoecon		demoecon		fulltext		El Colegio de Mexico	serial						estudemourba		P	1967-01-01 - 1984-01-01	Iberoamérica Collection ; Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Area Studies ; Business & Economics ; Economics ; Latin American Studies ; Population Studies ; Social Sciences	568113079	2010-235326
Demographische Informationen	0259-0883		1981-01-01		1	2001-01-01			http://www.jstor.org/journal/demoinfo		demoinfo		fulltext		Austrian Academy of Sciences Press	serial						vienyearpopurese		P	1981-01-01 - 2001-01-01	Arts & Sciences X Collection	Population Studies ; Social Sciences	781624864	2012-235032
Demography	0070-3370	1533-7790	1964-01-01	1	1	2012-11-01	49	4	http://www.jstor.org/journal/demography		demography	P4Y	fulltext		Springer	serial								P	1964-01-01 - 2012-11-01	Arts & Sciences I Collection	Population Studies ; Social Sciences	38037333	sn97-23244
Der Globusfreund	0436-0664	2305-6355	1954-11-01		3	2011-01-01		57/58	http://www.jstor.org/journal/globusfreund		globusfreund		fulltext		International Coronelli Society for the Study of Globes	serial						globestudies		P	1954-11-01 - 2011-01-01	Arts & Sciences XII Collection	Geography ; Social Sciences	697737847	
Der Staat	0038-884X	1865-5203	1962-01-01	1	1	2010-01-01	49	4	http://www.jstor.org/journal/staat		staat	P6Y	fulltext		Duncker & Humblot GmbH	serial								P	1962-01-01 - 2010-01-01	Arts & Sciences XIV Collection	Law ; Law ; Political Science ; Social Sciences	354972864	
Desarrollo Económico	0046-001X		1961-04-01	1	1	2014-09-01	54	213	http://www.jstor.org/journal/desaecon		desaecon	P2Y	fulltext		Instituto de Desarrollo Económico Y Social	serial								P	1961-04-01 - 2014-09-01	Iberoamérica Collection ; Arts & Sciences VII Collection ; Business & Economics Collection ; Business II Collection ; Corporate & For-Profit Access Initiative Collection	Area Studies ; Business ; Business & Economics ; Economics ; Latin American Studies	70711265	2006-234628
